Name,EnergyCost,StarCost,BaseText,UpgradedText
Flechettes,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage for each Skill in your [gold]Hand[/gold].{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}","Deal {Damage:diff()} damage for each Skill in your [gold]Hand[/gold].{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}"
Flick-Flack,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage to ALL enemies.,Deal {Damage:diff()} damage to ALL enemies.
Focused Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Gain {FocusPower:diff()} [gold]Focus[/gold] this turn.","Deal {Damage:diff()} damage.
Gain {FocusPower:diff()} [gold]Focus[/gold] this turn."
Follow Through,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage to ALL enemies.
If the last card you played this turn was a Skill, apply {WeakPower:diff()} [gold]Weak[/gold] to ALL enemies.","Deal {Damage:diff()} damage to ALL enemies.
If the last card you played this turn was a Skill, apply {WeakPower:diff()} [gold]Weak[/gold] to ALL enemies."
Folly,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,,
Footwork,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {DexterityPower:diff()} [gold]Dexterity[/gold].,Gain {DexterityPower:diff()} [gold]Dexterity[/gold].
Forbidden Grimoire,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the end of combat, you may remove a card from your [gold]Deck[/gold].","At the end of combat, you may remove a card from your [gold]Deck[/gold]."
Foregone Conclusion,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Next turn, put {Cards:diff()} cards from your [gold]Draw Pile[/gold] into your [gold]Hand[/gold].","Next turn, put {Cards:diff()} cards from your [gold]Draw Pile[/gold] into your [gold]Hand[/gold]."
Forgotten Ritual,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"If you [gold]Exhausted[/gold] a card this turn, gain {Energy:energyIcons()}.","If you [gold]Exhausted[/gold] a card this turn, gain {Energy:energyIcons()}."
Frantic Escape,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Get farther away.
Increase [gold]Sandpit[/gold] by 1.
Increase the cost of this card by 1.","Get farther away.
Increase [gold]Sandpit[/gold] by 1.
Increase the cost of this card by 1."
Friendship,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Lose {StrengthPower:inverseDiff()} [gold]Strength[/gold].
Gain {Energy:energyIcons()} at the start of each turn.","Lose {StrengthPower:inverseDiff()} [gold]Strength[/gold].
Gain {Energy:energyIcons()} at the start of each turn."
FTL,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
If you have played fewer than {PlayMax:diff()} cards this turn, draw 1 card.","Deal {Damage:diff()} damage.
If you have played fewer than {PlayMax:diff()} cards this turn, draw 1 card."
Fuel,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Energy:energyIcons()}.
Draw {Cards:diff()} {Cards:plural:card|cards}.","Gain {Energy:energyIcons()}.
Draw {Cards:diff()} {Cards:plural:card|cards}."
Furnace,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, [gold]Forge[/gold] {Forge:diff()}.","At the start of your turn, [gold]Forge[/gold] {Forge:diff()}."
Fusion,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,[gold]Channel[/gold] 1 [gold]Plasma[/gold].,[gold]Channel[/gold] 1 [gold]Plasma[/gold].
Gamma Blast,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,3,"Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].","Deal {Damage:diff()} damage.
Apply {WeakPower:diff()} [gold]Weak[/gold].
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold]."
Gang Up,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each time another player has attacked the enemy this turn.","Deal {CalculatedDamage:diff()} damage.
Deals {ExtraDamage:diff()} additional damage for each time another player has attacked the enemy this turn."
Gather Light,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Gain {Stars:starIcons()}.","Gain {Block:diff()} [gold]Block[/gold].
Gain {Stars:starIcons()}."
Genesis,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, gain {StarsPerTurn:starIcons()}.","At the start of your turn, gain {StarsPerTurn:starIcons()}."
Genetic Algorithm,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Permanently increase this card's [gold]Block[/gold] by {Increase:diff()}.","Gain {Block:diff()} [gold]Block[/gold].
Permanently increase this card's [gold]Block[/gold] by {Increase:diff()}."
Giant Rock,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Deal {Damage:diff()} damage.,Deal {Damage:diff()} damage.
Glacier,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
[gold]Channel[/gold] 2 [gold]Frost[/gold].","Gain {Block:diff()} [gold]Block[/gold].
[gold]Channel[/gold] 2 [gold]Frost[/gold]."
Glasswork,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
[gold]Channel[/gold] 1 [gold]Glass[/gold].","Gain {Block:diff()} [gold]Block[/gold].
[gold]Channel[/gold] 1 [gold]Glass[/gold]."
Glimmer,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Draw {Cards:diff()} {Cards:plural:card|cards}.
Put {PutBack:diff()} {PutBack:plural:card|cards} from your [gold]Hand[/gold] on top of your [gold]Draw Pile[/gold].","Draw {Cards:diff()} {Cards:plural:card|cards}.
Put {PutBack:diff()} {PutBack:plural:card|cards} from your [gold]Hand[/gold] on top of your [gold]Draw Pile[/gold]."
Glimpse Beyond,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,ALL players add {Cards:diff()} [gold]{Cards:plural:Soul|Souls}[/gold] into their [gold]Draw Pile[/gold].,ALL players add {Cards:diff()} [gold]{Cards:plural:Soul|Souls}[/gold] into their [gold]Draw Pile[/gold].
Glitterstream,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Next turn, gain {BlockNextTurn:diff()} [gold]Block[/gold].","Gain {Block:diff()} [gold]Block[/gold].
Next turn, gain {BlockNextTurn:diff()} [gold]Block[/gold]."
Glow,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Stars:starIcons()}.
Draw {Cards:diff()} {Cards:plural:card|cards}.","Gain {Stars:starIcons()}.
Draw {Cards:diff()} {Cards:plural:card|cards}."
Go for the Eyes,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
If the enemy intends to attack, apply {WeakPower:diff()} [gold]Weak[/gold].","Deal {Damage:diff()} damage.
If the enemy intends to attack, apply {WeakPower:diff()} [gold]Weak[/gold]."
Gold Axe,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal damage equal to the number of cards played this combat.{InCombat:
(Deals {CalculatedDamage:diff()} damage)|}","Deal damage equal to the number of cards played this combat.{InCombat:
(Deals {CalculatedDamage:diff()} damage)|}"
Grand Finale,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Can only be played if there are no cards in your [gold]Draw Pile[/gold]. Deal {Damage:diff()} damage to ALL enemies.,Can only be played if there are no cards in your [gold]Draw Pile[/gold]. Deal {Damage:diff()} damage to ALL enemies.
Grapple,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Whenever you gain [gold]Block[/gold] this turn, deal {GrapplePower:diff()} damage to the enemy.","Deal {Damage:diff()} damage.
Whenever you gain [gold]Block[/gold] this turn, deal {GrapplePower:diff()} damage to the enemy."
Graveblast,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Put a card from your [gold]Discard Pile[/gold] into your [gold]Hand[/gold].","Deal {Damage:diff()} damage.
Put a card from your [gold]Discard Pile[/gold] into your [gold]Hand[/gold]."
Grave Warden,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Add a [gold]{IfUpgraded:show:Soul+|Soul}[/gold] into your [gold]Draw Pile[/gold].","Gain {Block:diff()} [gold]Block[/gold].
Add a [gold]{IfUpgraded:show:Soul+|Soul}[/gold] into your [gold]Draw Pile[/gold]."
Greed,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,,
GUARDS!!!,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,[gold]Transform[/gold] any number of cards in your [gold]Hand[/gold] into [gold]{IfUpgraded:show:Minion Sacrifice+|Minion Sacrifice}[/gold].,[gold]Transform[/gold] any number of cards in your [gold]Hand[/gold] into [gold]{IfUpgraded:show:Minion Sacrifice+|Minion Sacrifice}[/gold].
Guiding Star,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,2,"Deal {Damage:diff()} damage.
Next turn, draw {Cards:diff()} {Cards:plural:card|cards}.","Deal {Damage:diff()} damage.
Next turn, draw {Cards:diff()} {Cards:plural:card|cards}."
Guilty,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Removed from your [gold]Deck[/gold] after {Combats:diff()} {Combats:plural:combat|combats}.,Removed from your [gold]Deck[/gold] after {Combats:diff()} {Combats:plural:combat|combats}.
Gunk Up,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage {Repeat:diff()} {Repeat:plural:time|times}.
Add a [gold]Slimed[/gold] into your [gold]Discard Pile[/gold].","Deal {Damage:diff()} damage {Repeat:diff()} {Repeat:plural:time|times}.
Add a [gold]Slimed[/gold] into your [gold]Discard Pile[/gold]."
Hailstorm,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the end of your turn, if you have [gold]Frost[/gold], deal {HailstormPower:diff()} damage to ALL enemies.","At the end of your turn, if you have [gold]Frost[/gold], deal {HailstormPower:diff()} damage to ALL enemies."
Hammer Time,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you [gold]Forge[/gold], all allies [gold]Forge[/gold] as well.","Whenever you [gold]Forge[/gold], all allies [gold]Forge[/gold] as well."
Hand of Greed,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
If [gold]Fatal[/gold], gain {Gold:diff()} [gold]Gold[/gold].","Deal {Damage:diff()} damage.
If [gold]Fatal[/gold], gain {Gold:diff()} [gold]Gold[/gold]."
Hand Trick,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Add [gold]Sly[/gold] to a Skill in your [gold]Hand[/gold] this turn.","Gain {Block:diff()} [gold]Block[/gold].
Add [gold]Sly[/gold] to a Skill in your [gold]Hand[/gold] this turn."
Hang,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Double the damage ALL Hang cards deal to this enemy.","Deal {Damage:diff()} damage.
Double the damage ALL Hang cards deal to this enemy."
Haunt,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you play a [gold]Soul[/gold], a random enemy loses {HpLoss:diff()} HP.","Whenever you play a [gold]Soul[/gold], a random enemy loses {HpLoss:diff()} HP."
Havoc,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Play the top card of your [gold]Draw Pile[/gold] and [gold]Exhaust[/gold] it.,Play the top card of your [gold]Draw Pile[/gold] and [gold]Exhaust[/gold] it.
Haze,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Apply {PoisonPower:diff()} [gold]Poison[/gold] to ALL enemies.,Apply {PoisonPower:diff()} [gold]Poison[/gold] to ALL enemies.
Headbutt,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Put a card from your [gold]Discard Pile[/gold] on top of your [gold]Draw Pile[/gold].","Deal {Damage:diff()} damage.
Put a card from your [gold]Discard Pile[/gold] on top of your [gold]Draw Pile[/gold]."
Heavenly Drill,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage X times.
Double X if it's {Energy:diff()} or more.","Deal {Damage:diff()} damage X times.
Double X if it's {Energy:diff()} or more."
Hegemony,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Next turn, gain {Energy:energyIcons()}.","Deal {Damage:diff()} damage.
Next turn, gain {Energy:energyIcons()}."
Heirloom Hammer,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Choose a Colorless card in your [gold]Hand[/gold]. Add a copy of that card into your [gold]Hand[/gold].","Deal {Damage:diff()} damage.
Choose a Colorless card in your [gold]Hand[/gold]. Add a copy of that card into your [gold]Hand[/gold]."
Helix Drill,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage for each {energyPrefix:energyIcons(1)} previously spent this turn.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}","Deal {Damage:diff()} damage for each {energyPrefix:energyIcons(1)} previously spent this turn.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}"
Hello World,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, add a random Common card into your [gold]Hand[/gold].","At the start of your turn, add a random Common card into your [gold]Hand[/gold]."
Hellraiser,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you draw a card containing “Strike”, it is played against a random enemy.","Whenever you draw a card containing “Strike”, it is played against a random enemy."
Hemokinesis,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Lose {HpLoss:diff()} HP.
Deal {Damage:diff()} damage.","Lose {HpLoss:diff()} HP.
Deal {Damage:diff()} damage."
Hidden Cache,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Stars:starIcons()}.
Next turn, gain {StarNextTurnPower:starIcons()}.","Gain {Stars:starIcons()}.
Next turn, gain {StarNextTurnPower:starIcons()}."
Hidden Daggers,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Discard {Cards:diff()} {Cards:plural:card|cards}.
Add {Shivs:diff()} [gold]{Cards:plural:{IfUpgraded:show:Shiv+|Shiv}|{IfUpgraded:show:Shivs+|Shivs}}[/gold] into your [gold]Hand[/gold].","Discard {Cards:diff()} {Cards:plural:card|cards}.
Add {Shivs:diff()} [gold]{Cards:plural:{IfUpgraded:show:Shiv+|Shiv}|{IfUpgraded:show:Shivs+|Shivs}}[/gold] into your [gold]Hand[/gold]."
Hidden Gem,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,A random card in your [gold]Draw Pile[/gold] gains [gold]Replay[/gold] {Replay:diff()}.,A random card in your [gold]Draw Pile[/gold] gains [gold]Replay[/gold] {Replay:diff()}.
High Five,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"[gold]Osty[/gold] deals {OstyDamage:diff()} damage
and applies {VulnerablePower:diff()} [gold]Vulnerable[/gold]
to ALL enemies.","[gold]Osty[/gold] deals {OstyDamage:diff()} damage
and applies {VulnerablePower:diff()} [gold]Vulnerable[/gold]
to ALL enemies."
Hologram,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Put a card from your [gold]Discard Pile[/gold] into your [gold]Hand[/gold].","Gain {Block:diff()} [gold]Block[/gold].
Put a card from your [gold]Discard Pile[/gold] into your [gold]Hand[/gold]."
Hotfix,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {FocusPower:diff()} [gold]Focus[/gold] this turn.,Gain {FocusPower:diff()} [gold]Focus[/gold] this turn.
Howl from Beyond,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage to ALL enemies.
At the start of your turn, plays from the [gold]Exhaust Pile[/gold].","Deal {Damage:diff()} damage to ALL enemies.
At the start of your turn, plays from the [gold]Exhaust Pile[/gold]."
Huddle Up,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,ALL allies draw {Cards:diff()} cards.,ALL allies draw {Cards:diff()} cards.
Hyperbeam,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage to ALL enemies.
Lose {FocusPower:diff()} [gold]Focus[/gold].","Deal {Damage:diff()} damage to ALL enemies.
Lose {FocusPower:diff()} [gold]Focus[/gold]."
I Am Invincible,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
At the end of your turn, if this is on top of your [gold]Draw Pile[/gold], play it.","Gain {Block:diff()} [gold]Block[/gold].
At the end of your turn, if this is on top of your [gold]Draw Pile[/gold], play it."
Ice Lance,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
[gold]Channel[/gold] {Repeat:diff()} [gold]Frost[/gold].","Deal {Damage:diff()} damage.
[gold]Channel[/gold] {Repeat:diff()} [gold]Frost[/gold]."
Ignition,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Another player [gold]Channels[/gold] [gold]Plasma[/gold].,Another player [gold]Channels[/gold] [gold]Plasma[/gold].
Impatience,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"If you have no Attacks in your [gold]Hand[/gold], draw {Cards:diff()} cards.","If you have no Attacks in your [gold]Hand[/gold], draw {Cards:diff()} cards."
Impervious,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {Block:diff()} [gold]Block[/gold].,Gain {Block:diff()} [gold]Block[/gold].
Infection,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the end of your turn, if this is in your [gold]Hand[/gold], take {Damage:diff()} damage.","At the end of your turn, if this is in your [gold]Hand[/gold], take {Damage:diff()} damage."
Infernal Blade,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Add a random Attack into your [gold]Hand[/gold]. It's free to play this turn.,Add a random Attack into your [gold]Hand[/gold]. It's free to play this turn.
Inferno,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, lose 1 HP.
Whenever you lose HP on your turn, deal {InfernoPower:diff()} damage to ALL enemies.","At the start of your turn, lose 1 HP.
Whenever you lose HP on your turn, deal {InfernoPower:diff()} damage to ALL enemies."
Infinite Blades,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, add 1 [gold]Shiv[/gold] into your [gold]Hand[/gold].","At the start of your turn, add 1 [gold]Shiv[/gold] into your [gold]Hand[/gold]."
Inflame,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {StrengthPower:diff()} [gold]Strength[/gold].,Gain {StrengthPower:diff()} [gold]Strength[/gold].
Injury,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,,
Intercept,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Redirect all incoming attacks that would be dealt to another player this turn to you.","Gain {Block:diff()} [gold]Block[/gold].
Redirect all incoming attacks that would be dealt to another player this turn to you."
Invoke,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Next turn, [gold]Summon[/gold] {Summon:diff()} and gain {Energy:energyIcons()}.","Next turn, [gold]Summon[/gold] {Summon:diff()} and gain {Energy:energyIcons()}."
Iron Wave,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
Deal {Damage:diff()} damage.","Gain {Block:diff()} [gold]Block[/gold].
Deal {Damage:diff()} damage."
Iteration,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"The first time you draw a Status card each turn, draw {IterationPower:diff()} {IterationPower:plural:card|cards}.","The first time you draw a Status card each turn, draw {IterationPower:diff()} {IterationPower:plural:card|cards}."
Jack of All Trades,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Add {Cards:diff()} random Colorless {Cards:plural:card|cards} into your [gold]Hand[/gold].,Add {Cards:diff()} random Colorless {Cards:plural:card|cards} into your [gold]Hand[/gold].
Jackpot,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Add {Cards:diff()} random{IfUpgraded:show: [gold]Upgraded[/gold]} 0{energyPrefix:energyIcons(1)} {Cards:plural:card|cards} into your [gold]Hand[/gold].","Deal {Damage:diff()} damage.
Add {Cards:diff()} random{IfUpgraded:show: [gold]Upgraded[/gold]} 0{energyPrefix:energyIcons(1)} {Cards:plural:card|cards} into your [gold]Hand[/gold]."
Juggernaut,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Whenever you gain [gold]Block[/gold], deal {JuggernautPower:diff()} damage to a random enemy.","Whenever you gain [gold]Block[/gold], deal {JuggernautPower:diff()} damage to a random enemy."
Juggling,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Add a copy of the third [gold]Attack[/gold] you play each turn into your [gold]Hand[/gold].,Add a copy of the third [gold]Attack[/gold] you play each turn into your [gold]Hand[/gold].
Kingly Kick,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Whenever you draw this card, reduce its cost by 1.","Deal {Damage:diff()} damage.
Whenever you draw this card, reduce its cost by 1."
Kingly Punch,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Whenever you draw this card, increase its damage by {Increase:diff()} this combat.","Deal {Damage:diff()} damage.
Whenever you draw this card, increase its damage by {Increase:diff()} this combat."
Knife Trap,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"{IfUpgraded:show:[gold]Upgrade[/gold] and play|Play} every [gold]Shiv[/gold] in your [gold]Exhaust Pile[/gold] on the enemy.{InCombat:
(Plays {CalculatedShivs:diff()} [gold]{CalculatedShivs:plural:Shiv|Shivs}[/gold])|}","{IfUpgraded:show:[gold]Upgrade[/gold] and play|Play} every [gold]Shiv[/gold] in your [gold]Exhaust Pile[/gold] on the enemy.{InCombat:
(Plays {CalculatedShivs:diff()} [gold]{CalculatedShivs:plural:Shiv|Shivs}[/gold])|}"
Knockdown,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
The enemy takes {IfUpgraded:show:triple|double} damage from other players this turn.","Deal {Damage:diff()} damage.
The enemy takes {IfUpgraded:show:triple|double} damage from other players this turn."
Knockout Blow,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
If this kills an enemy, gain {Stars:starIcons()}.","Deal {Damage:diff()} damage.
If this kills an enemy, gain {Stars:starIcons()}."
Know Thy Place,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Apply {WeakPower:diff()} [gold]Weak[/gold].
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold].","Apply {WeakPower:diff()} [gold]Weak[/gold].
Apply {VulnerablePower:diff()} [gold]Vulnerable[/gold]."
Lantern Key,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Unlocks a special event in the next Act.,Unlocks a special event in the next Act.
Largesse,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Another player adds 1 random{IfUpgraded:show: [gold]Upgraded[/gold]} Colorless card to their [gold]Hand[/gold].,Another player adds 1 random{IfUpgraded:show: [gold]Upgraded[/gold]} Colorless card to their [gold]Hand[/gold].
Leading Strike,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage.
Add {Shivs:diff()} [gold]Shiv[/gold] into your [gold]Hand[/gold].","Deal {Damage:diff()} damage.
Add {Shivs:diff()} [gold]Shiv[/gold] into your [gold]Hand[/gold]."
Leap,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {Block:diff()} [gold]Block[/gold].,Gain {Block:diff()} [gold]Block[/gold].
Legion of Bone,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,ALL players [gold]Summon[/gold] {Summon:diff()}.,ALL players [gold]Summon[/gold] {Summon:diff()}.
Leg Sweep,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Apply {WeakPower:diff()} [gold]Weak[/gold].
Gain {Block:diff()} [gold]Block[/gold].","Apply {WeakPower:diff()} [gold]Weak[/gold].
Gain {Block:diff()} [gold]Block[/gold]."
Lethality,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,The first Attack each turn deals {LethalityPower:diff()}% additional damage.,The first Attack each turn deals {LethalityPower:diff()}% additional damage.
Lift,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Give another player {Block:diff()} [gold]Block[/gold].,Give another player {Block:diff()} [gold]Block[/gold].
Lightning Rod,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Gain {Block:diff()} [gold]Block[/gold].
At the start of the next {LightningRodPower:plural:turn|{:diff()} turns}, [gold]Channel[/gold] 1 [gold]Lightning[/gold].","Gain {Block:diff()} [gold]Block[/gold].
At the start of the next {LightningRodPower:plural:turn|{:diff()} turns}, [gold]Channel[/gold] 1 [gold]Lightning[/gold]."
Loop,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, trigger the passive ability of your rightmost Orb{IfUpgraded:show: 2 times}.","At the start of your turn, trigger the passive ability of your rightmost Orb{IfUpgraded:show: 2 times}."
Luminesce,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,Gain {Energy:energyIcons()}.,Gain {Energy:energyIcons()}.
Lunar Blast,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"Deal {Damage:diff()} damage for each Skill already played this turn.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}","Deal {Damage:diff()} damage for each Skill already played this turn.{InCombat:
(Hits {CalculatedHits:diff()} {CalculatedHits:plural:time|times})|}"
Machine Learning,MegaCrit.Sts2.Core.Entities.Cards.CardEnergyCost,,"At the start of your turn, draw {Cards:diff()} additional {Cards:plural:card|cards}.","At the start of your turn, draw {Cards:diff()} additional {Cards:plural:card|cards}."
